,rgb_path,mask_path,dataset
830,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1745.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1745.tif,solafune
1544,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_529.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_529.tif,solafune
1108,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1996.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1996.tif,solafune
1048,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1941.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1941.tif,solafune
1871,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_823.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_823.tif,solafune
35,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1029.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1029.tif,solafune
1946,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_891.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_891.tif,solafune
1137,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_2020.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_2020.tif,solafune
1003,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1900.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1900.tif,solafune
105,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1092.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1092.tif,solafune
1902,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_851.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_851.tif,solafune
18,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1013.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1013.tif,solafune
1275,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_287.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_287.tif,solafune
2027,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_964.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_964.tif,solafune
327,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1292.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1292.tif,solafune
1250,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_264.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_264.tif,solafune
209,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1186.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1186.tif,solafune
241,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1214.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1214.tif,solafune
309,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1276.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1276.tif,solafune
898,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1806.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1806.tif,solafune
1024,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_192.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_192.tif,solafune
1106,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1994.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1994.tif,solafune
1671,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_643.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_643.tif,solafune
1208,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_226.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_226.tif,solafune
1458,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_451.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_451.tif,solafune
1633,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_609.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_609.tif,solafune
899,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1807.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1807.tif,solafune
556,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1499.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1499.tif,solafune
734,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1659.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1659.tif,solafune
691,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_162.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_162.tif,solafune
1205,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_223.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_223.tif,solafune
492,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1440.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1440.tif,solafune
1623,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_60.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_60.tif,solafune
55,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1047.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1047.tif,solafune
2049,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_984.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_984.tif,solafune
1897,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_847.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_847.tif,solafune
1705,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_674.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_674.tif,solafune
1350,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_354.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_354.tif,solafune
280,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_125.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_125.tif,solafune
1442,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_437.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_437.tif,solafune
315,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1281.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1281.tif,solafune
57,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1049.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1049.tif,solafune
1648,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_622.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_622.tif,solafune
1625,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_601.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_601.tif,solafune
1883,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_834.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_834.tif,solafune
1325,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_331.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_331.tif,solafune
1238,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_253.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_253.tif,solafune
746,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_167.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_167.tif,solafune
1246,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_260.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_260.tif,solafune
1834,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_790.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_790.tif,solafune
623,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1559.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1559.tif,solafune
409,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1366.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1366.tif,solafune
264,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1235.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1235.tif,solafune
833,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1748.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1748.tif,solafune
1054,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1947.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1947.tif,solafune
2047,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_982.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_982.tif,solafune
1014,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1910.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1910.tif,solafune
821,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1737.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1737.tif,solafune
2039,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_975.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_975.tif,solafune
928,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1833.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1833.tif,solafune
348,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1310.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1310.tif,solafune
1218,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_235.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_235.tif,solafune
768,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_169.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_169.tif,solafune
834,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1749.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1749.tif,solafune
523,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1469.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1469.tif,solafune
151,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1133.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1133.tif,solafune
773,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1694.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1694.tif,solafune
957,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_186.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_186.tif,solafune
1585,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_566.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_566.tif,solafune
1198,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_217.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_217.tif,solafune
603,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1540.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1540.tif,solafune
854,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1767.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1767.tif,solafune
2057,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_991.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_991.tif,solafune
1851,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_805.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_805.tif,solafune
990,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_189.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_189.tif,solafune
2008,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_947.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_947.tif,solafune
1059,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1951.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1951.tif,solafune
430,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1385.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1385.tif,solafune
1043,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1937.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1937.tif,solafune
285,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1254.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1254.tif,solafune
675,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1605.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1605.tif,solafune
476,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1426.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1426.tif,solafune
667,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1599.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1599.tif,solafune
896,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1804.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1804.tif,solafune
992,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1891.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1891.tif,solafune
1450,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_444.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_444.tif,solafune
1565,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_548.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_548.tif,solafune
1869,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_821.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_821.tif,solafune
1560,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_543.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_543.tif,solafune
171,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1151.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1151.tif,solafune
640,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1574.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1574.tif,solafune
803,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1720.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1720.tif,solafune
2011,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_95.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_95.tif,solafune
718,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1644.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1644.tif,solafune
1377,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_379.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_379.tif,solafune
294,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1262.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1262.tif,solafune
1645,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_62.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_62.tif,solafune
1537,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_522.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_522.tif,solafune
1789,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_75.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_75.tif,solafune
969,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1870.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1870.tif,solafune
1795,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_755.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_755.tif,solafune
536,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1480.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1480.tif,solafune
1981,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_922.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_922.tif,solafune
1925,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_872.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_872.tif,solafune
1481,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_472.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_472.tif,solafune
95,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1083.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1083.tif,solafune
127,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1111.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1111.tif,solafune
1308,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_316.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_316.tif,solafune
360,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1321.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1321.tif,solafune
1182,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_2061.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_2061.tif,solafune
787,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1706.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1706.tif,solafune
1636,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_611.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_611.tif,solafune
1572,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_554.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_554.tif,solafune
1815,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_773.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_773.tif,solafune
380,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_134.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_134.tif,solafune
166,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1147.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1147.tif,solafune
1670,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_642.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_642.tif,solafune
1219,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_236.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_236.tif,solafune
444,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1398.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1398.tif,solafune
844,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1758.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1758.tif,solafune
1809,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_768.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_768.tif,solafune
1712,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_680.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_680.tif,solafune
1856,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_81.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_81.tif,solafune
1905,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_854.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_854.tif,solafune
1489,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_48.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_48.tif,solafune
612,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1549.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1549.tif,solafune
1776,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_738.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_738.tif,solafune
686,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1615.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1615.tif,solafune
1603,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_582.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_582.tif,solafune
525,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1470.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1470.tif,solafune
1907,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_856.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_856.tif,solafune
848,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1761.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1761.tif,solafune
290,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1259.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1259.tif,solafune
364,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1325.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1325.tif,solafune
295,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1263.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1263.tif,solafune
1580,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_561.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_561.tif,solafune
139,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1122.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1122.tif,solafune
